,Name,Position,Team,Salary,Year
5813,Quentin Richardson, SF,New York Knicks,"$6,945,500",2006
5814,Howard Eisley, PG,LA Clippers,"$6,906,000",2006
5815,Antoine Walker, PF,Miami Heat,"$6,884,000",2006
5816,Mike Miller, SG,Memphis Grizzlies,"$6,871,431",2006
5817,Metta World Peace, SF,Sacramento Kings,"$6,842,105",2006
5818,Rasho Nesterovic, C,San Antonio Spurs,"$6,720,000",2006
5819,Jason Terry, G,Dallas Mavericks,"$6,666,667",2006
5820,Jamal Crawford, SG,New York Knicks,"$6,480,000",2006
5821,Joe Smith, PF,Milwaukee Bucks,"$6,353,200",2006
5822,Ruben Patterson, PF,Portland Trail Blazers,"$6,353,200",2006
5823,Alvin Williams, PG,Toronto Raptors,"$6,300,000",2006
5824,Scot Pollard, C,Indiana Pacers,"$6,274,935",2006
5825,Danny Fortson, C,Seattle SuperSonics,"$6,207,670",2006
5826,Sam Cassell, PG,LA Clippers,"$6,187,500",2006
5827,Corliss Williamson, PF,Sacramento Kings,"$6,000,000",2006
5828,Ricky Davis, SG,Minnesota Timberwolves,"$5,909,800",2006
5829,Chauncey Billups, PG,Detroit Pistons,"$5,909,800",2006
5830,Juwan Howard, PF,Houston Rockets,"$5,900,400",2006
5831,Michael Olowokandi, C,Minnesota Timberwolves,"$5,900,400",2006
5832,Stephen Jackson, SF,Indiana Pacers,"$5,610,000",2006
5833,Yao Ming, C,Houston Rockets,"$5,594,906",2006
5834,Mark Blount, C,Minnesota Timberwolves,"$5,515,875",2006
5835,Nazr Mohammed, C,San Antonio Spurs,"$5,500,000",2006
5836,Jason Collins, C,New Jersey Nets,"$5,500,000",2006
5837,Eric Snow, PG,Cleveland Cavaliers,"$5,484,375",2006
5838,Jamaal Tinsley, PG,Indiana Pacers,"$5,400,000",2006
5839,Hedo Turkoglu, SF,Orlando Magic,"$5,393,300",2006
5840,Derek Fisher, PG,Golden State Warriors,"$5,393,300",2006
5841,Marquis Daniels, SG,Dallas Mavericks,"$5,393,300",2006
5842,Etan Thomas, C,Washington Wizards,"$5,393,300",2006
5843,Marko Jaric, PG,Minnesota Timberwolves,"$5,280,528",2006
5844,Troy Hudson, PG,Minnesota Timberwolves,"$5,253,000",2006
5845,Tony Battie, C,Orlando Magic,"$5,200,000",2006
5846,David Wesley, SG,Houston Rockets,"$5,075,000",2006
5847,Matt Harpring, SF,Utah Jazz,"$5,020,000",2006
5848,Devean George, SF,Los Angeles Lakers,"$5,000,600",2006
5849,Antonio Daniels, PG,Washington Wizards,"$5,000,000",2006
5850,Stromile Swift, PF,Houston Rockets,"$5,000,000",2006
5851,Gerald Wallace, SF,Charlotte Bobcats,"$5,000,000",2006
5852,Udonis Haslem, PF,Miami Heat,"$5,000,000",2006
5853,Shareef Abdur-Rahim, PF,Sacramento Kings,"$5,000,000",2006
5854,Jerome James, C,New York Knicks,"$5,000,000",2006
5855,Brian Skinner, PF,Sacramento Kings,"$4,950,000",2006
5856,Brian Cardinal, PF,Memphis Grizzlies,"$4,950,000",2006
5857,Shane Battier, SF,Memphis Grizzlies,"$4,903,000",2006
5858,Donyell Marshall, PF,Cleveland Cavaliers,"$4,799,108",2006
5859,Dan Gadzuric, C,Milwaukee Bucks,"$4,750,000",2006
5860,Brent Barry, SG,San Antonio Spurs,"$4,691,390",2006
5861,LeBron James, SF,Cleveland Cavaliers,"$4,621,800",2006
5862,Brevin Knight, PG,Charlotte Bobcats,"$4,600,000",2006
5863,Morris Peterson, SG,Toronto Raptors,"$4,550,000",2006
5864,Marc Jackson, PF,New Jersey Nets,"$4,550,000",2006
5865,Mike Dunleavy, SG,Golden State Warriors,"$4,506,261",2006
5866,Andrea Bargnani, C,Brooklyn Nets,"$4,501,200",2006
5867,Chucky Atkins, PG,Memphis Grizzlies,"$4,500,000",2006
5868,Dwight Howard, C,Orlando Magic,"$4,493,160",2006
5869,Greg Ostertag, C,Utah Jazz,"$4,400,000",2006
5870,Trenton Hassell, SF,Minnesota Timberwolves,"$4,350,000",2006
5871,Andrew Bogut, C,Milwaukee Bucks,"$4,340,520",2006
5872,Raja Bell, SG,Phoenix Suns,"$4,250,000",2006
5873,Damon Stoudamire, PG,Memphis Grizzlies,"$4,250,000",2006
5874,Moochie Norris, PG,Houston Rockets,"$4,200,000",2006
5875,Eduardo Najera, PF,Denver Nuggets,"$4,190,476",2006
5876,Darko Milicic, C,Orlando Magic,"$4,135,200",2006
5877,Drew Gooden, PF,Cleveland Cavaliers,"$4,065,811",2006
5878,Emeka Okafor, C,Charlotte Bobcats,"$4,020,120",2006
5879,Gordan Giricek, SG,Utah Jazz,"$4,000,000",2006
5880,Brendan Haywood, C,Washington Wizards,"$4,000,000",2006
5881,Sarunas Jasikevicius, PG,Indiana Pacers,"$4,000,000",2006
5882,Carlos Arroyo, PG,Orlando Magic,"$4,000,000",2006
5883,Eric Williams, PF,Toronto Raptors,"$3,938,000",2006
5884,Marvin Williams, PF,Atlanta Hawks,"$3,883,000",2006
5885,Rafer Alston, PG,Houston Rockets,"$3,850,000",2006
5886,Chris Mihm, C,Los Angeles Lakers,"$3,792,817",2006
5887,Carmelo Anthony, F,Denver Nuggets,"$3,713,640",2006
5888,Kyle Korver, SG,Philadelphia 76ers,"$3,636,364",2006
5889,Ben Gordon, SG,Chicago Bulls,"$3,610,200",2006
5890,Speedy Claxton, PG,NO/Oklahoma City  Hornets,"$3,600,000",2006
5891,Damon Jones, PG,Cleveland Cavaliers,"$3,596,924",2006
5892,Voshon Lenard, SG,Portland Trail Blazers,"$3,520,000",2006
5893,Bob Sura, PG,Houston Rockets,"$3,520,000",2006
5894,Dale Davis, PF,Detroit Pistons,"$3,500,000",2006
5895,Tyronn Lue, PG,Atlanta Hawks,"$3,500,000",2006
5896,Deron Williams, PG,Utah Jazz,"$3,487,440",2006
5897,Mike James, PG,Toronto Raptors,"$3,410,000",2006
5898,Jeff McInnis, PG,New Jersey Nets,"$3,400,000",2006
5899,Aaron Williams, C,Toronto Raptors,"$3,375,000",2006
5900,Bruce Bowen, SF,San Antonio Spurs,"$3,375,000",2006
5901,Bobby Jackson, PG,Memphis Grizzlies,"$3,375,000",2006
5902,Chris Bosh, PF,Toronto Raptors,"$3,348,000",2006
5903,Vitaly Potapenko, C,Seattle SuperSonics,"$3,325,416",2006
5904,Shaun Livingston, PG,LA Clippers,"$3,254,880",2006
5905,Pat Garrity, PF,Orlando Magic,"$3,231,250",2006
5906,Othella Harrington, PF,Chicago Bulls,"$3,200,000",2006
5907,Vladimir Radmanovic, SF,Seattle SuperSonics,"$3,166,154",2006
5908,Chris Paul, PG,NO/Oklahoma City  Hornets,"$3,144,240",2006
5909,Keyon Dooling, PG,Orlando Magic,"$3,100,000",2006
5910,Nene Hilario, C,Denver Nuggets,"$3,039,889",2006
5911,Dwyane Wade, SG,Miami Heat,"$3,031,920",2006
5912,Zeljko Rebraca, C,LA Clippers,"$3,000,000",2006
5913,Kareem Rush, SG,Charlotte Bobcats,"$3,000,000",2006
5914,Robert Horry, PF,San Antonio Spurs,"$3,000,000",2006
5915,Slava Medvedenko, PF,Los Angeles Lakers,"$3,000,000",2006
5916,Kevin Ollie, PG,Philadelphia 76ers,"$2,950,200",2006
5917,Ira Newble, SF,Cleveland Cavaliers,"$2,950,200",2006
5918,Devin Harris, PG,Dallas Mavericks,"$2,947,440",2006
5919,Tony Delk, PG,Detroit Pistons,"$2,925,000",2006
5920,Jake Tsakalidis, C,Memphis Grizzlies,"$2,900,000",2006
5921,Raymond Felton, PG,Charlotte Bobcats,"$2,847,360",2006
5922,Steven Hunter, C,Philadelphia 76ers,"$2,844,828",2006
5923,Chris Wilcox, PF,Seattle SuperSonics,"$2,812,239",2006
5924,Chris Duhon, PG,Chicago Bulls,"$2,800,000",2006
5925,Andres Nocioni, SF,Chicago Bulls,"$2,775,000",2006
5926,Chris Kaman, C,LA Clippers,"$2,753,760",2006
5927,Primoz Brezec, C,Charlotte Bobcats,"$2,750,000",2006
5928,Earl Boykins, PG,Denver Nuggets,"$2,750,000",2006
5929,DeShawn Stevenson, SG,Orlando Magic,"$2,750,000",2006
5930,Josh Childress, F,Atlanta Hawks,"$2,677,200",2006
5931,Michael Finley, SG,San Antonio Spurs,"$2,675,000",2006
5932,Michael Doleac, C,Miami Heat,"$2,640,000",2006
5933,Jim Jackson, SF,Phoenix Suns,"$2,640,000",2006
5934,Amar'e Stoudemire, C,Phoenix Suns,"$2,589,023",2006
5935,Brian Scalabrine, PF,Boston Celtics,"$2,586,207",2006
5936,Martell Webster, SF,Portland Trail Blazers,"$2,586,120",2006
5937,Kirk Hinrich, SG,Chicago Bulls,"$2,513,880",2006
5938,Bostjan Nachbar, SF,New Jersey Nets,"$2,500,000",2006
5939,Clifford Robinson, PF,New Jersey Nets,"$2,500,000",2006
5940,Juan Dixon, SG,Portland Trail Blazers,"$2,500,000",2006
5941,Caron Butler, SF,Washington Wizards,"$2,461,617",2006
5942,Luol Deng, SF,Chicago Bulls,"$2,443,920",2006
5943,Jared Jeffries, PF,Washington Wizards,"$2,433,824",2006
5944,Anthony Johnson, PG,Indiana Pacers,"$2,420,000",2006
5945,Melvin Ely, C,Charlotte Bobcats,"$2,401,027",2006
5946,James Jones, SG,Phoenix Suns,"$2,400,000",2006
5947,Charlie Villanueva, PF,Toronto Raptors,"$2,360,880",2006
5948,Jose Calderon, PG,Toronto Raptors,"$2,333,334",2006
5949,Fred Jones, SG,Indiana Pacers,"$2,328,843",2006
5950,Fabricio Oberto, C,San Antonio Spurs,"$2,325,000",2006
5951,T.J. Ford, PG,Milwaukee Bucks,"$2,303,040",2006
5952,Dan Dickau, PG,Boston Celtics,"$2,255,350",2006
5953,Rafael Araujo, C,Toronto Raptors,"$2,238,960",2006
5954,Darius Songaila, PF,Chicago Bulls,"$2,200,000",2006
5955,Jiri Welsch, GF,Milwaukee Bucks,"$2,177,114",2006
5956,Channing Frye, PF,New York Knicks,"$2,162,880",2006
5957,Michael Sweetney, PF,Chicago Bulls,"$2,116,920",2006
5958,Andre Iguodala, SG,Philadelphia 76ers,"$2,058,000",2006
5959,Jake Voskuhl, C,Charlotte Bobcats,"$2,015,625",2006
5960,Jarvis Hayes, SF,Washington Wizards,"$2,011,080",2006
5961,Matt Bonner, C,Toronto Raptors,"$2,000,000",2006
5962,Mark Madsen, PF,Minnesota Timberwolves,"$2,000,000",2006
5963,Toni Kukoc, SF,Milwaukee Bucks,"$2,000,000",2006
5964,Dikembe Mutombo, C,Houston Rockets,"$2,000,000",2006
5965,DeSagana Diop, C,Dallas Mavericks,"$2,000,000",2006
5966,Ike Diogu, PF,Golden State Warriors,"$1,988,160",2006
5967,Luke Jackson, SF,Cleveland Cavaliers,"$1,955,160",2006
5968,Mickael Pietrus, SF,Golden State Warriors,"$1,910,520",2006
5969,Andrew Bynum, C,Los Angeles Lakers,"$1,888,680",2006
5970,Jumaine Jones, SF,Charlotte Bobcats,"$1,875,000",2006
5971,Andris Biedrins, C,Golden State Warriors,"$1,857,360",2006
5972,Nick Collison, F,Seattle SuperSonics,"$1,815,000",2006
5973,Jon Barry, SG,Houston Rockets,"$1,800,000",2006
5974,Robert Swift, C,Seattle SuperSonics,"$1,764,480",2006
5975,Tayshaun Prince, SF,Detroit Pistons,"$1,763,115",2006
5976,Reggie Evans, C,Seattle SuperSonics,"$1,760,000",2006
5977,Mo Williams, PG,Milwaukee Bucks,"$1,760,000",2006
5978,Lindsey Hunter, SG,Detroit Pistons,"$1,760,000",2006
5979,Marcus Banks, PG,Minnesota Timberwolves,"$1,724,280",2006
5980,Jarron Collins, C,Utah Jazz,"$1,700,000",2006
5981,John Salmons, SF,Philadelphia 76ers,"$1,699,001",2006
5982,Sebastian Telfair, PG,Portland Trail Blazers,"$1,676,280",2006
5983,Yaroslav Korolev, SF,LA Clippers,"$1,670,000",2006
5984,Brian Grant, PF,Phoenix Suns,"$1,670,000",2006
5985,Michael Ruffin, PF,Washington Wizards,"$1,670,000",2006
5986,Derek Anderson, SG,Miami Heat,"$1,670,000",2006
5987,Malik Allen, PF,Chicago Bulls,"$1,670,000",2006
5988,Greg Buckner, SG,Denver Nuggets,"$1,670,000",2006
5989,Luke Ridnour, PG,Seattle SuperSonics,"$1,638,000",2006
5990,Sean May, C,Charlotte Bobcats,"$1,619,280",2006
5991,Scott Padgett, PF,New Jersey Nets,"$1,600,000",2006
5992,Kris Humphries, PF,Utah Jazz,"$1,592,400",2006
5993,Devin Brown, SG,Utah Jazz,"$1,592,400",2006
5994,Joel Przybilla, C,Portland Trail Blazers,"$1,560,000",2006
5995,Josh Smith, PF,Atlanta Hawks,"$1,560,000",2006
5996,Reece Gaines, PG,Milwaukee Bucks,"$1,556,160",2006
5997,Jason Hart, PG,Sacramento Kings,"$1,540,000",2006
5998,Rashad McCants, SG,Minnesota Timberwolves,"$1,538,400",2006
5999,Al Jefferson, C,Boston Celtics,"$1,512,840",2006
6000,Maurice Evans, SG,Detroit Pistons,"$1,500,000",2006
6001,Antoine Wright, SF,New Jersey Nets,"$1,461,360",2006
6002,Kirk Snyder, SG,NO/Oklahoma City  Hornets,"$1,437,240",2006
6003,Zarko Cabarkapa, SF,Golden State Warriors,"$1,404,360",2006
6004,Milt Palacio, PG,Utah Jazz,"$1,400,000",2006
6005,Joey Graham, SF,Toronto Raptors,"$1,388,400",2006
6006,David West, F,NO/Oklahoma City  Hornets,"$1,334,160",2006
6007,Danny Granger, SF,Indiana Pacers,"$1,318,920",2006
6008,Rasual Butler, SF,NO/Oklahoma City  Hornets,"$1,300,000",2006
6009,JR Smith, SG,NO/Oklahoma City  Hornets,"$1,297,080",2006
6010,Sasha Pavlovic, SG,Cleveland Cavaliers,"$1,274,160",2006
6011,Gerald Green, SG,Boston Celtics,"$1,253,040",2006
6012,Dorell Wright, SF,Miami Heat,"$1,238,640",2006
6013,Dahntay Jones, SG,Memphis Grizzlies,"$1,223,160",2006
6014,Hakim Warrick, PF,Memphis Grizzlies,"$1,196,520",2006
6015,Jameer Nelson, G,Orlando Magic,"$1,189,200",2006
6016,Boris Diaw, C,Phoenix Suns,"$1,174,200",2006
6017,Julius Hodge, SG,Denver Nuggets,"$1,148,760",2006
6018,Pavel Podkolzin, C,Dallas Mavericks,"$1,141,560",2006
6019,Bryon Russell, SF,Seattle SuperSonics,"$1,138,500",2006
6020,Alonzo Mourning, C,Miami Heat,"$1,138,500",2006
6021,Bo Outlaw, PF,Orlando Magic,"$1,138,500",2006
6022,Stacey Augmon, SF,Orlando Magic,"$1,138,500",2006
6023,Zoran Planinic, PG,New Jersey Nets,"$1,127,280",2006
6024,Keith McLeod, PG,Utah Jazz,"$1,125,000",2006
6025,Luke Walton, SF,Los Angeles Lakers,"$1,125,000",2006
6026,Nate Robinson, PG,New York Knicks,"$1,102,680",2006
6027,Jason Kapono, SG,Miami Heat,"$1,100,000",2006
6028,Matt Carroll, SG,Charlotte Bobcats,"$1,100,000",2006
6029,Victor Khryapa, PF,Portland Trail Blazers,"$1,095,960",2006
6030,Travis Outlaw, SF,Portland Trail Blazers,"$1,082,160",2006
6031,Darrick Martin, PG,Toronto Raptors,"$1,081,575",2006
6032,Jarrett Jack, G,Portland Trail Blazers,"$1,058,640",2006
6033,Brian Cook, PF,Los Angeles Lakers,"$1,038,960",2006
6034,Walter McCarty, PF,LA Clippers,"$1,035,000",2006
6035,Jacque Vaughn, PG,New Jersey Nets,"$1,029,873",2006
6036,Mikki Moore, C,Seattle SuperSonics,"$1,029,873",2006
6037,Sergei Monia, SF,Sacramento Kings,"$1,016,400",2006
6038,Francisco Garcia, SG,Sacramento Kings,"$1,016,400",2006
6039,Delonte West, SG,Boston Celtics,"$1,010,040",2006
6040,Nenad Krstic, C,New Jersey Nets,"$1,010,040",2006
6041,John Edwards, C,Atlanta Hawks,"$1,000,000",2006
6042,Steve Blake, PG,Portland Trail Blazers,"$1,000,000",2006
6043,Luther Head, PG,Houston Rockets,"$975,600",2006
6044,Carlos Delfino, SG,Detroit Pistons,"$969,600",2006
6045,Tony Allen, SG,Boston Celtics,"$969,600",2006
6046,Anthony Carter, PG,Minnesota Timberwolves,"$965,185",2006
6047,Kevin Martin, SG,Sacramento Kings,"$937,440",2006
6048,Johan Petro, C,Seattle SuperSonics,"$936,600",2006
6049,Kendrick Perkins, C,Boston Celtics,"$936,480",2006
6050,Leandro Barbosa, G,Phoenix Suns,"$930,600",2006
6051,Josh Howard, SF,Dallas Mavericks,"$923,880",2006
6052,Sasha Vujacic, SG,Los Angeles Lakers,"$910,440",2006
6053,Jason Maxiell, PF,Detroit Pistons,"$905,640",2006
6054,Beno Udrih, PG,San Antonio Spurs,"$904,800",2006
6055,Ryan Bowen, SF,Houston Rockets,"$900,498",2006
6056,Calvin Booth, C,Washington Wizards,"$900,498",2006
6057,David Harrison, C,Indiana Pacers,"$898,200",2006
6058,Jannero Pargo, PG,Chicago Bulls,"$895,248",2006
6059,Ronald Murray, SG,Seattle SuperSonics,"$895,248",2006
6060,Didier Ilunga-Mbenga, C,Dallas Mavericks,"$880,000",2006
6061,Linas Kleiza, SF,Denver Nuggets,"$879,360",2006
6062,Keith Bogans, SG,Charlotte Bobcats,"$869,373",2006
6063,Wayne Simien, PF,Miami Heat,"$867,720",2006
6064,Anderson Varejao, C,Cleveland Cavaliers,"$866,800",2006
6065,David Lee, PF,New York Knicks,"$861,360",2006
6066,Maciej Lampe, PF,Houston Rockets,"$858,534",2006
6067,Adrian Griffin, SG,Dallas Mavericks,"$844,537",2006
6068,Zendon Hamilton, C,Philadelphia 76ers,"$835,810",2006
6069,Lee Nailon, SF,Philadelphia 76ers,"$835,810",2006
6070,Eddie Gill, PG,Indiana Pacers,"$835,810",2006
6071,Mateen Cleaves, PG,Seattle SuperSonics,"$835,810",2006
6072,Laron Profit, SG,Los Angeles Lakers,"$835,810",2006
6073,Loren Woods, C,Toronto Raptors,"$780,000",2006
6074,Mike Wilks, PG,Seattle SuperSonics,"$771,123",2006
6075,Michael Bradley, PF,Philadelphia 76ers,"$771,123",2006
6076,Pat Burke, C,Phoenix Suns,"$750,000",2006
6077,Richie Frahm, SG,Minnesota Timberwolves,"$745,248",2006
6078,Smush Parker, PG,Los Angeles Lakers,"$745,248",2006
6079,Lonny Baxter, PF,Charlotte Bobcats,"$745,248",2006
6080,Terence Morris, F,Orlando Magic,"$745,248",2006
6081,Nikoloz Tskitishvili, SF,Phoenix Suns,"$745,248",2006
6082,Rick Brunson, PG,Seattle SuperSonics,"$719,373",2006
6083,Alan Henderson, PF,Cleveland Cavaliers,"$719,373",2006
6084,Francisco Elson, C,Denver Nuggets,"$719,373",2006
6085,Nick Van Exel, PG,San Antonio Spurs,"$719,373",2006
6086,DerMarr Johnson, SF,Denver Nuggets,"$719,373",2006
6087,Sean Marks, PF,San Antonio Spurs,"$719,373",2006
6088,Linton Johnson, PF,New Jersey Nets,"$719,373",2006
6089,Ronald Dupree, SF,Minnesota Timberwolves,"$719,373",2006
6090,Charles Smith, SG,Portland Trail Blazers,"$719,373",2006
6091,Darrell Armstrong, PG,Dallas Mavericks,"$719,373",2006
6092,Jermaine Jackson, PG,Milwaukee Bucks,"$696,508",2006
6093,Salim Stoudamire, SG,Atlanta Hawks,"$675,000",2006
6094,Peter John Ramos, C,Washington Wizards,"$660,000",2006
6095,Esteban Batista, PF,Atlanta Hawks,"$644,209",2006
6096,Royal Ivey, PG,Atlanta Hawks,"$641,748",2006
6097,Awvee Storey, SF,Washington Wizards,"$641,748",2006
6098,Mario Kasun, C,Orlando Magic,"$641,748",2006
6099,Antonio Burks, PG,Memphis Grizzlies,"$641,748",2006
6100,Jackie Butler, C,New York Knicks,"$641,748",2006
6101,Donta Smith, SG,Atlanta Hawks,"$641,748",2006
6102,Pape Sow, PF,Toronto Raptors,"$641,748",2006
6103,Earl Barron, C,Miami Heat,"$641,748",2006
6104,Bernard Robinson, SG,Charlotte Bobcats,"$641,747",2006
6105,Matt Barnes, SF,Philadelphia 76ers,"$627,251",2006
6106,James Singleton, F,LA Clippers,"$625,000",2006
6107,Lou Williams, SG,Philadelphia 76ers,"$450,000",2006
6108,Daniel Ewing, PG,LA Clippers,"$450,000",2006
6109,Monta Ellis, SG,Golden State Warriors,"$448,762",2006
6110,Ryan Gomes, SF,Boston Celtics,"$428,762",2006
6111,Chris Taft, PF,Golden State Warriors,"$423,762",2006
6112,Boniface N'Dong, C,LA Clippers,"$398,762",2006
6113,Anthony Roberson, SG,Memphis Grizzlies,"$398,762",2006
6114,Brandon Bass, PF,NO/Oklahoma City  Hornets,"$398,762",2006
6115,Alan Anderson, SG,Charlotte Bobcats,"$398,762",2006
6116,Alex Acker, G,Detroit Pistons,"$398,762",2006
6117,Amir Johnson, C,Detroit Pistons,"$398,762",2006
6118,Ersan Ilyasova, PF,Milwaukee Bucks,"$398,762",2006
6119,Orien Greene, PG,Boston Celtics,"$398,762",2006
6120,Rawle Marshall, SF,Dallas Mavericks,"$398,762",2006
6121,Kevin Burleson, PG,Charlotte Bobcats,"$398,762",2006
6122,Travis Diener, PG,Orlando Magic,"$398,762",2006
6123,Dwayne Jones II, PF,Minnesota Timberwolves,"$398,762",2006
6124,Robert Whaley, C,Utah Jazz,"$398,762",2006
6125,Eddie Basden, SG,Chicago Bulls,"$398,762",2006
6126,Martynas Andriuskevicius, C,Cleveland Cavaliers,"$398,762",2006
6127,Dijon Thompson, SF,Phoenix Suns,"$398,762",2006
6128,CJ Miles, SF,Utah Jazz,"$398,761",2006
6129,Donell Taylor, PG,Washington Wizards,"$398,672",2006
6130,Chuck Hayes, PF,Houston Rockets,"$248,118",2006
6131,Shaquille O'Neal, C,Miami Heat,"$29,464,000",2005
6132,Dikembe Mutombo, C,Houston Rockets,"$19,684,000",2005
6133,Allan Houston, SG,New York Knicks,"$17,531,000",2005
6134,Chris Webber, C,Sacramento Kings,"$17,351,000",2005
6135,Damon Stoudamire, PG,Portland Trail Blazers,"$15,750,000",2005
6136,Ray Allen, SG,Seattle SuperSonics,"$14,625,000",2005
6137,Latrell Sprewell, SG,Minnesota Timberwolves,"$14,625,000",2005
6138,Antoine Walker, PF,Boston Celtics,"$14,625,000",2005
6139,Stephon Marbury, PG,New York Knicks,"$14,625,000",2005
6140,Michael Finley, SG,Dallas Mavericks,"$14,609,000",2005
6141,Tracy McGrady, SG,Houston Rockets,"$14,487,000",2005
6142,Grant Hill, SF,Orlando Magic,"$14,487,000",2005
6143,Eddie Jones, SG,Miami Heat,"$13,440,000",2005
6144,Brian Grant, PF,Los Angeles Lakers,"$13,346,000",2005
6145,Vince Carter, SF,Toronto Raptors,"$13,281,000",2005
6146,Tim Thomas, PF,New York Knicks,"$12,900,000",2005
6147,Antonio Davis, PF,Chicago Bulls,"$12,000,000",2005
6148,Glenn Robinson, SF,San Antonio Spurs,"$12,000,000",2005
6149,Nick Van Exel, PG,Portland Trail Blazers,"$11,821,000",2005
6150,Theo Ratliff, C,Portland Trail Blazers,"$10,937,000",2005
6151,Kerry Kittles, SG,LA Clippers,"$9,817,000",2005
6152,Jamal Mashburn, SF,Philadelphia 76ers,"$9,300,000",2005
6153,Maurice Taylor, PF,New York Knicks,"$8,450,000",2005
6154,Derek Anderson, SG,Portland Trail Blazers,"$8,444,000",2005
6155,Alan Henderson, PF,Dallas Mavericks,"$8,273,000",2005
6156,Austin Croshere, PF,Indiana Pacers,"$8,260,000",2005
6157,Erick Dampier, C,Dallas Mavericks,"$8,105,000",2005
6158,Kelvin Cato, C,Orlando Magic,"$7,992,000",2005
6159,Marcus Camby, C,Denver Nuggets,"$7,750,000",2005
6160,Shandon Anderson, SF,New York Knicks,"$7,300,000",2005
6161,Lorenzen Wright, PF,Memphis Grizzlies,"$7,150,000",2005
6162,Jerry Stackhouse, SF,Dallas Mavericks,"$7,000,000",2005
6163,Doug Christie, SG,Sacramento Kings,"$6,875,000",2005
6164,Peja Stojakovic, SF,Sacramento Kings,"$6,875,000",2005
6165,Kenyon Martin, PF,Denver Nuggets,"$6,667,000",2005
6166,Howard Eisley, PG,Utah Jazz,"$6,375,000",2005
6167,Nazr Mohammed, C,San Antonio Spurs,"$6,270,000",2005
6168,Vitaly Potapenko, C,Seattle SuperSonics,"$6,191,000",2005
6169,Christian Laettner, PF,Miami Heat,"$6,078,000",2005
6170,Stromile Swift, PF,Memphis Grizzlies,"$6,022,000",2005
6171,Ben Wallace, PF,Detroit Pistons,"$6,000,000",2005
6172,Danny Fortson, C,Seattle SuperSonics,"$5,922,000",2005
6173,Calvin Booth, C,Milwaukee Bucks,"$5,900,000",2005
6174,Joe Smith, PF,Milwaukee Bucks,"$5,899,000",2005
6175,Clarence Weatherspoon, PF,Houston Rockets,"$5,899,000",2005
6176,Kurt Thomas, PF,New York Knicks,"$5,885,000",2005
6177,Jahidi White, C,Charlotte Bobcats,"$5,884,000",2005
6178,Cuttino Mobley, SG,Sacramento Kings,"$5,883,000",2005
6179,Scot Pollard, C,Indiana Pacers,"$5,792,000",2005
6180,Steve Nash, PG,Phoenix Suns,"$5,750,000",2005
6181,Shawn Bradley, C,Dallas Mavericks,"$5,714,000",2005
6182,Jerome Williams, PF,New York Knicks,"$5,600,000",2005
6183,Corliss Williamson, PF,Sacramento Kings,"$5,500,000",2005
6184,Aaron McKie, SG,Philadelphia 76ers,"$5,500,000",2005
6185,Darius Miles, SF,Portland Trail Blazers,"$5,419,000",2005
6186,Kwame Brown, C,Washington Wizards,"$5,361,000",2005
6187,Bo Outlaw, PF,Phoenix Suns,"$5,355,000",2005
6188,Marcus Fizer, F,Milwaukee Bucks,"$4,915,000",2005
6189,Lamond Murray, SF,Toronto Raptors,"$4,875,000",2005
6190,Eric Snow, PG,Cleveland Cavaliers,"$4,875,000",2005
6191,Tony Battie, C,Orlando Magic,"$4,800,000",2005
6192,Michael Stewart, PF,Atlanta Hawks,"$4,800,000",2005
6193,Mike Miller, SG,Memphis Grizzlies,"$4,482,000",2005
6194,Pau Gasol, C,Memphis Grizzlies,"$4,318,000",2005
6195,Marc Jackson, PF,Philadelphia 76ers,"$4,225,000",2005
